,Close price,Mean_10days,Std_10days,Var_10days,label_10days
361,0.425386,0.524576,0.071652,0.005134,medium
362,0.42337,0.524576,0.071652,0.005134,medium
363,0.524172,0.524576,0.071652,0.005134,medium
364,0.512076,0.524576,0.071652,0.005134,medium
365,0.610862,0.524576,0.071652,0.005134,medium
366,0.564493,0.524576,0.071652,0.005134,medium
367,0.58667,0.524576,0.071652,0.005134,medium
368,0.58667,0.524576,0.071652,0.005134,medium
369,0.588686,0.524576,0.071652,0.005134,medium
370,0.629007,0.621043,0.008976,8.1e-05,medium
371,0.637071,0.621043,0.008976,8.1e-05,medium
372,0.618926,0.621043,0.008976,8.1e-05,medium
373,0.60683,0.621043,0.008976,8.1e-05,medium
374,0.614894,0.621043,0.008976,8.1e-05,medium
375,0.609853,0.621043,0.008976,8.1e-05,medium
376,0.620942,0.621043,0.008976,8.1e-05,medium
377,0.629007,0.621043,0.008976,8.1e-05,medium
378,0.62699,0.621043,0.008976,8.1e-05,medium
379,0.61691,0.621043,0.008976,8.1e-05,medium
380,0.618926,0.598968,0.016464,0.000271,medium
381,0.59675,0.598968,0.016464,0.000271,medium
382,0.590702,0.598968,0.016464,0.000271,medium
383,0.570541,0.598968,0.016464,0.000271,medium
384,0.590702,0.598968,0.016464,0.000271,medium
385,0.588686,0.598968,0.016464,0.000271,medium
386,0.590702,0.598968,0.016464,0.000271,medium
387,0.59675,0.598968,0.016464,0.000271,medium
388,0.618926,0.598968,0.016464,0.000271,medium
389,0.62699,0.598968,0.016464,0.000271,medium
390,0.612878,0.656022,0.031905,0.001018,medium
391,0.624974,0.656022,0.031905,0.001018,medium
392,0.629007,0.656022,0.031905,0.001018,medium
393,0.633039,0.656022,0.031905,0.001018,medium
394,0.663279,0.656022,0.031905,0.001018,medium
395,0.659247,0.656022,0.031905,0.001018,medium
396,0.645135,0.656022,0.031905,0.001018,medium
397,0.685456,0.656022,0.031905,0.001018,medium
398,0.687472,0.656022,0.031905,0.001018,medium
399,0.719729,0.656022,0.031905,0.001018,medium
400,0.758034,0.770533,0.030705,0.000943,medium
401,0.762066,0.770533,0.030705,0.000943,medium
402,0.733841,0.770533,0.030705,0.000943,medium
403,0.745937,0.770533,0.030705,0.000943,medium
404,0.788274,0.770533,0.030705,0.000943,medium
405,0.776178,0.770533,0.030705,0.000943,medium
406,0.788274,0.770533,0.030705,0.000943,medium
407,0.733841,0.770533,0.030705,0.000943,medium
408,0.776178,0.770533,0.030705,0.000943,medium
409,0.842708,0.770533,0.030705,0.000943,medium
410,0.870932,0.866093,0.01634,0.000267,medium
411,0.874964,0.866093,0.01634,0.000267,medium
412,0.860852,0.866093,0.01634,0.000267,medium
413,0.849762,0.866093,0.01634,0.000267,medium
414,0.868916,0.866093,0.01634,0.000267,medium
415,0.862868,0.866093,0.01634,0.000267,medium
416,0.850772,0.866093,0.01634,0.000267,medium
417,0.842708,0.866093,0.01634,0.000267,medium
418,0.903189,0.866093,0.01634,0.000267,medium
419,0.875971,0.866093,0.01634,0.000267,medium
420,0.85682,0.861457,0.026868,0.000722,medium
421,0.868916,0.861457,0.026868,0.000722,medium
422,0.885045,0.861457,0.026868,0.000722,medium
423,0.887061,0.861457,0.026868,0.000722,medium
424,0.887061,0.861457,0.026868,0.000722,medium
425,0.881012,0.861457,0.026868,0.000722,medium
426,0.872948,0.861457,0.026868,0.000722,medium
427,0.84674,0.861457,0.026868,0.000722,medium
428,0.822547,0.861457,0.026868,0.000722,medium
429,0.806419,0.861457,0.026868,0.000722,medium
430,0.826579,0.890891,0.033547,0.001125,medium
431,0.852788,0.890891,0.033547,0.001125,medium
432,0.868916,0.890891,0.033547,0.001125,medium
433,0.885045,0.890891,0.033547,0.001125,medium
434,0.923349,0.890891,0.033547,0.001125,medium
435,0.901173,0.890891,0.033547,0.001125,medium
436,0.935446,0.890891,0.033547,0.001125,medium
437,0.935446,0.890891,0.033547,0.001125,medium
438,0.887061,0.890891,0.033547,0.001125,medium
439,0.893109,0.890891,0.033547,0.001125,medium
440,0.901173,0.916898,0.03936,0.001549,medium
441,0.895125,0.916898,0.03936,0.001549,medium
442,0.868916,0.916898,0.03936,0.001549,medium
443,0.870932,0.916898,0.03936,0.001549,medium
444,0.883029,0.916898,0.03936,0.001549,medium
445,0.903189,0.916898,0.03936,0.001549,medium
446,0.937462,0.916898,0.03936,0.001549,medium
447,0.957622,0.916898,0.03936,0.001549,medium
448,0.977783,0.916898,0.03936,0.001549,medium
449,0.973751,0.916898,0.03936,0.001549,medium
450,0.981815,0.960848,0.023078,0.000533,medium
451,0.997943,0.960848,0.023078,0.000533,medium
452,0.971735,0.960848,0.023078,0.000533,medium
453,0.981815,0.960848,0.023078,0.000533,medium
454,0.969719,0.960848,0.023078,0.000533,medium
455,0.95359,0.960848,0.023078,0.000533,medium
456,0.919317,0.960848,0.023078,0.000533,medium
457,0.947542,0.960848,0.023078,0.000533,medium
458,0.95359,0.960848,0.023078,0.000533,medium
459,0.931414,0.960848,0.023078,0.000533,medium
460,0.899157,0.866094,0.014902,0.000222,medium
461,0.860852,0.866094,0.014902,0.000222,medium
462,0.862868,0.866094,0.014902,0.000222,medium
463,0.885045,0.866094,0.014902,0.000222,medium
464,0.858836,0.866094,0.014902,0.000222,medium
465,0.84674,0.866094,0.014902,0.000222,medium
466,0.8669,0.866094,0.014902,0.000222,medium
467,0.848756,0.866094,0.014902,0.000222,medium
468,0.864884,0.866094,0.014902,0.000222,medium
469,0.8669,0.866094,0.014902,0.000222,medium
470,0.878997,0.895125,0.013189,0.000174,medium
471,0.911253,0.895125,0.013189,0.000174,medium
472,0.905205,0.895125,0.013189,0.000174,medium
473,0.897141,0.895125,0.013189,0.000174,medium
474,0.907221,0.895125,0.013189,0.000174,medium
475,0.887061,0.895125,0.013189,0.000174,medium
476,0.903189,0.895125,0.013189,0.000174,medium
477,0.907221,0.895125,0.013189,0.000174,medium
478,0.881012,0.895125,0.013189,0.000174,medium
479,0.872948,0.895125,0.013189,0.000174,medium
480,0.883029,0.925365,0.027848,0.000775,medium
481,0.897141,0.925365,0.027848,0.000775,medium
482,0.911253,0.925365,0.027848,0.000775,medium
483,0.921333,0.925365,0.027848,0.000775,medium
484,0.909237,0.925365,0.027848,0.000775,medium
485,0.925365,0.925365,0.027848,0.000775,medium
486,0.925365,0.925365,0.027848,0.000775,medium
487,0.965686,0.925365,0.027848,0.000775,medium
488,0.935446,0.925365,0.027848,0.000775,medium
489,0.979799,0.925365,0.027848,0.000775,medium
490,0.983831,1.09431,0.071731,0.005145,medium
491,1.05036,1.09431,0.071731,0.005145,medium
492,1.022136,1.09431,0.071731,0.005145,medium
493,1.034232,1.09431,0.071731,0.005145,medium
494,1.094713,1.09431,0.071731,0.005145,medium
495,1.078585,1.09431,0.071731,0.005145,medium
496,1.110842,1.09431,0.071731,0.005145,medium
497,1.209628,1.09431,0.071731,0.005145,medium
498,1.189467,1.09431,0.071731,0.005145,medium
499,1.169307,1.09431,0.071731,0.005145,medium
500,1.149147,1.127978,0.023061,0.000532,medium
501,1.128986,1.127978,0.023061,0.000532,medium
502,1.12697,1.127978,0.023061,0.000532,medium
503,1.118906,1.127978,0.023061,0.000532,medium
504,1.110842,1.127978,0.023061,0.000532,medium
505,1.084633,1.127978,0.023061,0.000532,medium
506,1.133018,1.127978,0.023061,0.000532,medium
507,1.177371,1.127978,0.023061,0.000532,medium
508,1.11689,1.127978,0.023061,0.000532,medium
509,1.133018,1.127978,0.023061,0.000532,medium
510,1.102778,1.233619,0.072513,0.005258,medium
511,1.161243,1.233619,0.072513,0.005258,medium
512,1.189467,1.233619,0.072513,0.005258,medium
513,1.177371,1.233619,0.072513,0.005258,medium
514,1.22374,1.233619,0.072513,0.005258,medium
515,1.258013,1.233619,0.072513,0.005258,medium
516,1.292286,1.233619,0.072513,0.005258,medium
517,1.272126,1.233619,0.072513,0.005258,medium
518,1.306398,1.233619,0.072513,0.005258,medium
519,1.352767,1.233619,0.072513,0.005258,medium
520,1.372928,1.265876,0.116814,0.013645,medium
521,1.322527,1.265876,0.116814,0.013645,medium
522,1.31043,1.265876,0.116814,0.013645,medium
523,1.38704,1.265876,0.116814,0.013645,medium
524,1.328575,1.265876,0.116814,0.013645,medium
525,1.316478,1.265876,0.116814,0.013645,medium
526,1.302366,1.265876,0.116814,0.013645,medium
527,1.209628,1.265876,0.116814,0.013645,medium
528,1.102778,1.265876,0.116814,0.013645,medium
529,1.006008,1.265876,0.116814,0.013645,medium
530,1.100762,1.181202,0.048749,0.002376,medium
531,1.147131,1.181202,0.048749,0.002376,medium
532,1.11689,1.181202,0.048749,0.002376,medium
533,1.133018,1.181202,0.048749,0.002376,medium
534,1.233821,1.181202,0.048749,0.002376,medium
535,1.205596,1.181202,0.048749,0.002376,medium
536,1.229789,1.181202,0.048749,0.002376,medium
537,1.21366,1.181202,0.048749,0.002376,medium
538,1.199548,1.181202,0.048749,0.002376,medium
539,1.231804,1.181202,0.048749,0.002376,medium
540,1.20358,1.219708,0.035485,0.001259,medium
541,1.161243,1.219708,0.035485,0.001259,medium
542,1.185435,1.219708,0.035485,0.001259,medium
543,1.191483,1.219708,0.035485,0.001259,medium
544,1.1935,1.219708,0.035485,0.001259,medium
545,1.235837,1.219708,0.035485,0.001259,medium
546,1.241885,1.219708,0.035485,0.001259,medium
547,1.249949,1.219708,0.035485,0.001259,medium
