,ClosePrice,Mean10,Std10,Mean100,Std100,y_score
0,6.087706,6.125219,0.096702,6.779922,0.458083,1.0
1,6.002442,6.125219,0.096702,6.779922,0.458083,1.0
2,6.036549,6.125219,0.096702,6.779922,0.458083,1.0
3,5.98539,6.125219,0.096702,6.779922,0.458083,-1.0
4,6.070654,6.125219,0.096702,6.779922,0.458083,1.0
5,6.172966,6.125219,0.096702,6.779922,0.458083,1.0
6,6.207067,6.125219,0.096702,6.779922,0.458083,1.0
7,6.258226,6.125219,0.096702,6.779922,0.458083,1.0
8,6.172966,6.125219,0.096702,6.779922,0.458083,1.0
9,6.258226,6.125219,0.096702,6.779922,0.458083,1.0
10,6.343488,6.382709,0.085958,6.779922,0.458083,1.0
11,6.326437,6.382709,0.085958,6.779922,0.458083,1.0
12,6.27528,6.382709,0.085958,6.779922,0.458083,1.0
13,6.258226,6.382709,0.085958,6.779922,0.458083,1.0
14,6.309384,6.382709,0.085958,6.779922,0.458083,1.0
15,6.445803,6.382709,0.085958,6.779922,0.458083,1.0
16,6.479905,6.382709,0.085958,6.779922,0.458083,1.0
17,6.479905,6.382709,0.085958,6.779922,0.458083,1.0
18,6.4117,6.382709,0.085958,6.779922,0.458083,1.0
19,6.496961,6.382709,0.085958,6.779922,0.458083,1.0
20,6.377594,6.271869,0.076565,6.779922,0.458083,1.0
21,6.343488,6.271869,0.076565,6.779922,0.458083,1.0
22,6.326437,6.271869,0.076565,6.779922,0.458083,1.0
23,6.241177,6.271869,0.076565,6.779922,0.458083,1.0
24,6.172966,6.271869,0.076565,6.779922,0.458083,1.0
25,6.138861,6.271869,0.076565,6.779922,0.458083,1.0
26,6.207067,6.271869,0.076565,6.779922,0.458083,1.0
27,6.258226,6.271869,0.076565,6.779922,0.458083,1.0
28,6.309384,6.271869,0.076565,6.779922,0.458083,1.0
29,6.343488,6.271869,0.076565,6.779922,0.458083,1.0
30,6.4117,6.481614,0.069246,6.779922,0.458083,1.0
31,6.4117,6.481614,0.069246,6.779922,0.458083,1.0
32,6.377594,6.481614,0.069246,6.779922,0.458083,1.0
33,6.428751,6.481614,0.069246,6.779922,0.458083,1.0
34,6.514013,6.481614,0.069246,6.779922,0.458083,1.0
35,6.565169,6.481614,0.069246,6.779922,0.458083,1.0
36,6.531066,6.481614,0.069246,6.779922,0.458083,1.0
37,6.479905,6.481614,0.069246,6.779922,0.458083,1.0
38,6.599276,6.481614,0.069246,6.779922,0.458083,1.0
39,6.496961,6.481614,0.069246,6.779922,0.458083,1.0
40,6.496961,6.681126,0.10395,6.779922,0.458083,1.0
41,6.548118,6.681126,0.10395,6.779922,0.458083,1.0
42,6.599276,6.681126,0.10395,6.779922,0.458083,1.0
43,6.650433,6.681126,0.10395,6.779922,0.458083,1.0
44,6.71864,6.681126,0.10395,6.779922,0.458083,1.0
45,6.71864,6.681126,0.10395,6.779922,0.458083,1.0
46,6.735693,6.681126,0.10395,6.779922,0.458083,1.0
47,6.71864,6.681126,0.10395,6.779922,0.458083,1.0
48,6.752747,6.681126,0.10395,6.779922,0.458083,1.0
49,6.872115,6.681126,0.10395,6.779922,0.458083,1.0
50,6.872115,6.964203,0.165393,6.779922,0.458083,1.0
51,6.906219,6.964203,0.165393,6.779922,0.458083,1.0
52,6.735693,6.964203,0.165393,6.779922,0.458083,1.0
53,6.700052,6.964203,0.165393,6.779922,0.458083,1.0
54,6.905684,6.964203,0.165393,6.779922,0.458083,1.0
55,7.094173,6.964203,0.165393,6.779922,0.458083,1.0
56,7.02563,6.964203,0.165393,6.779922,0.458083,1.0
57,7.008495,6.964203,0.165393,6.779922,0.458083,1.0
58,7.145577,6.964203,0.165393,6.779922,0.458083,1.0
59,7.248395,6.964203,0.165393,6.779922,0.458083,1.0
60,7.128443,6.933098,0.087106,6.779922,0.458083,1.0
61,6.974223,6.933098,0.087106,6.779922,0.458083,1.0
62,6.95709,6.933098,0.087106,6.779922,0.458083,1.0
63,6.991361,6.933098,0.087106,6.779922,0.458083,1.0
64,6.854273,6.933098,0.087106,6.779922,0.458083,1.0
65,6.820002,6.933098,0.087106,6.779922,0.458083,1.0
66,6.939951,6.933098,0.087106,6.779922,0.458083,1.0
67,6.854273,6.933098,0.087106,6.779922,0.458083,1.0
68,6.95709,6.933098,0.087106,6.779922,0.458083,1.0
69,6.854273,6.933098,0.087106,6.779922,0.458083,1.0
70,6.888544,7.200415,0.141885,6.779922,0.458083,1.0
71,6.991361,7.200415,0.141885,6.779922,0.458083,1.0
72,7.214123,7.200415,0.141885,6.779922,0.458083,1.0
73,7.23126,7.200415,0.141885,6.779922,0.458083,1.0
74,7.316937,7.200415,0.141885,6.779922,0.458083,1.0
75,7.299804,7.200415,0.141885,6.779922,0.458083,1.0
76,7.196988,7.200415,0.141885,6.779922,0.458083,1.0
77,7.196988,7.200415,0.141885,6.779922,0.458083,1.0
78,7.334074,7.200415,0.141885,6.779922,0.458083,1.0
79,7.334074,7.200415,0.141885,6.779922,0.458083,1.0
80,7.299804,7.551698,0.148804,6.779922,0.458083,1.0
81,7.368348,7.551698,0.148804,6.779922,0.458083,1.0
82,7.385481,7.551698,0.148804,6.779922,0.458083,1.0
83,7.50543,7.551698,0.148804,6.779922,0.458083,1.0
84,7.642519,7.551698,0.148804,6.779922,0.458083,1.0
85,7.779603,7.551698,0.148804,6.779922,0.458083,-1.0
86,7.693923,7.551698,0.148804,6.779922,0.458083,-1.0
87,7.642519,7.551698,0.148804,6.779922,0.458083,1.0
88,7.625378,7.551698,0.148804,6.779922,0.458083,1.0
89,7.573976,7.551698,0.148804,6.779922,0.458083,1.0
90,7.40262,7.20727,0.164931,6.779922,0.458083,1.0
91,7.299804,7.20727,0.164931,6.779922,0.458083,1.0
92,7.248395,7.20727,0.164931,6.779922,0.458083,1.0
93,7.23126,7.20727,0.164931,6.779922,0.458083,1.0
94,7.385481,7.20727,0.164931,6.779922,0.458083,1.0
95,7.385481,7.20727,0.164931,6.779922,0.458083,1.0
96,7.162716,7.20727,0.164931,6.779922,0.458083,1.0
97,7.008495,7.20727,0.164931,6.779922,0.458083,1.0
98,7.042768,7.20727,0.164931,6.779922,0.458083,1.0
99,6.905684,7.20727,0.164931,6.779922,0.458083,1.0
100,6.95709,7.135299,0.123377,7.803577,0.46558,1.0
101,6.939951,7.135299,0.123377,7.803577,0.46558,1.0
102,7.17985,7.135299,0.123377,7.803577,0.46558,1.0
103,7.23126,7.135299,0.123377,7.803577,0.46558,1.0
104,7.196988,7.135299,0.123377,7.803577,0.46558,1.0
105,7.23126,7.135299,0.123377,7.803577,0.46558,1.0
106,7.248395,7.135299,0.123377,7.803577,0.46558,1.0
107,7.248395,7.135299,0.123377,7.803577,0.46558,1.0
108,7.162716,7.135299,0.123377,7.803577,0.46558,1.0
109,6.95709,7.135299,0.123377,7.803577,0.46558,1.0
110,6.905684,7.131553,0.140921,7.803577,0.46558,1.0
111,7.059901,7.131553,0.140921,7.803577,0.46558,1.0
112,6.974223,7.131553,0.140921,7.803577,0.46558,1.0
113,7.128443,7.131553,0.140921,7.803577,0.46558,1.0
114,7.02563,7.131553,0.140921,7.803577,0.46558,1.0
115,7.094173,7.131553,0.140921,7.803577,0.46558,1.0
116,7.23126,7.131553,0.140921,7.803577,0.46558,1.0
117,7.212669,7.131553,0.140921,7.803577,0.46558,1.0
118,7.350381,7.131553,0.140921,7.803577,0.46558,1.0
119,7.333169,7.131553,0.140921,7.803577,0.46558,1.0
120,7.625803,7.522522,0.126964,7.803577,0.46558,1.0
121,7.591377,7.522522,0.126964,7.803577,0.46558,1.0
122,7.608593,7.522522,0.126964,7.803577,0.46558,1.0
123,7.591377,7.522522,0.126964,7.803577,0.46558,1.0
124,7.746305,7.522522,0.126964,7.803577,0.46558,1.0
125,7.470881,7.522522,0.126964,7.803577,0.46558,1.0
126,7.505307,7.522522,0.126964,7.803577,0.46558,1.0
127,7.384811,7.522522,0.126964,7.803577,0.46558,1.0
128,7.384811,7.522522,0.126964,7.803577,0.46558,1.0
129,7.315953,7.522522,0.126964,7.803577,0.46558,1.0
130,7.470881,7.584493,0.121771,7.803577,0.46558,1.0
131,7.505307,7.584493,0.121771,7.803577,0.46558,1.0
132,7.470881,7.584493,0.121771,7.803577,0.46558,1.0
133,7.539735,7.584493,0.121771,7.803577,0.46558,1.0
134,7.453667,7.584493,0.121771,7.803577,0.46558,1.0
135,7.522519,7.584493,0.121771,7.803577,0.46558,1.0
136,7.64302,7.584493,0.121771,7.803577,0.46558,1.0
137,7.694663,7.584493,0.121771,7.803577,0.46558,1.0
138,7.711878,7.584493,0.121771,7.803577,0.46558,1.0
139,7.832375,7.584493,0.121771,7.803577,0.46558,1.0
140,8.056157,8.043816,0.074396,7.803577,0.46558,1.0
141,8.021727,8.043816,0.074396,7.803577,0.46558,1.0
142,8.211082,8.043816,0.074396,7.803577,0.46558,1.0
143,8.107799,8.043816,0.074396,7.803577,0.46558,1.0
144,7.987304,8.043816,0.074396,7.803577,0.46558,1.0
145,7.955474,8.043816,0.074396,7.803577,0.46558,1.0
146,8.041949,8.043816,0.074396,7.803577,0.46558,1.0
147,8.093834,8.043816,0.074396,7.803577,0.46558,1.0
148,8.007363,8.043816,0.074396,7.803577,0.46558,1.0
149,7.955474,8.043816,0.074396,7.803577,0.46558,1.0
150,7.78253,8.043679,0.18408,7.803577,0.46558,-1.0
151,7.886302,8.043679,0.18408,7.803577,0.46558,1.0
152,7.730647,8.043679,0.18408,7.803577,0.46558,-1.0
153,8.14572,8.043679,0.18408,7.803577,0.46558,1.0
154,7.955474,8.043679,0.18408,7.803577,0.46558,1.0
155,8.163009,8.043679,0.18408,7.803577,0.46558,1.0
156,8.318662,8.043679,0.18408,7.803577,0.46558,1.0
157,8.180307,8.043679,0.18408,7.803577,0.46558,1.0
158,8.180307,8.043679,0.18408,7.803577,0.46558,1.0
159,8.093834,8.043679,0.18408,7.803577,0.46558,1.0
160,8.007363,8.130152,0.101863,7.803577,0.46558,1.0
161,8.284075,8.130152,0.101863,7.803577,0.46558,1.0
162,8.232194,8.130152,0.101863,7.803577,0.46558,1.0
163,8.128421,8.130152,0.101863,7.803577,0.46558,1.0
164,8.041949,8.130152,0.101863,7.803577,0.46558,1.0
165,7.990065,8.130152,0.101863,7.803577,0.46558,1.0
166,8.232194,8.130152,0.101863,7.803577,0.46558,1.0
167,8.163009,8.130152,0.101863,7.803577,0.46558,1.0
168,8.197598,8.130152,0.101863,7.803577,0.46558,1.0
169,8.024655,8.130152,0.101863,7.803577,0.46558,1.0
170,7.765238,7.742859,0.111038,7.803577,0.46558,1.0
171,7.696059,7.742859,0.111038,7.803577,0.46558,1.0
172,7.730647,7.742859,0.111038,7.803577,0.46558,1.0
173,7.730647,7.742859,0.111038,7.803577,0.46558,1.0
174,7.903592,7.742859,0.111038,7.803577,0.46558,1.0
175,7.799827,7.742859,0.111038,7.803577,0.46558,1.0
176,7.81712,7.742859,0.111038,7.803577,0.46558,1.0
177,7.678765,7.742859,0.111038,7.803577,0.46558,1.0
