Date,Open,High,Low,Close,Adj Close,Volume
1996-07-26,16.093750,16.656250,16.093750,16.562500,9.582641,1694000
1996-07-29,16.437500,16.437500,16.250000,16.250000,9.401835,1650800
1996-07-30,16.250000,16.343750,16.062500,16.125000,9.329515,1847600
1996-07-31,16.187500,16.593750,16.187500,16.468750,9.528399,2217200
1996-08-01,16.468750,16.906250,16.437500,16.812500,9.727288,2494000
1996-08-02,16.812500,17.000000,16.812500,17.000000,9.835769,2221600
1996-08-05,17.000000,17.218750,17.000000,17.218750,9.962330,1372400
1996-08-06,17.218750,17.281250,17.031250,17.281250,9.998488,2540400
1996-08-07,17.281250,17.437500,17.250000,17.406250,10.070814,2852400
1996-08-08,17.406250,17.531250,17.187500,17.468750,10.106974,3006400
1996-08-09,17.468750,17.468750,17.375000,17.468750,10.106974,1503200
1996-08-12,17.468750,17.750000,17.437500,17.750000,10.269702,2911600
1996-08-13,17.750000,17.750000,17.531250,17.562500,10.161213,1934000
1996-08-14,17.562500,17.593750,17.437500,17.468750,10.106974,1189200
1996-08-15,17.468750,17.500000,17.281250,17.406250,10.070814,1543200
1996-08-16,17.406250,17.468750,17.375000,17.437500,10.088894,1712800
1996-08-19,17.437500,17.656250,17.406250,17.593750,10.179301,2316400
1996-08-20,17.593750,17.843750,17.562500,17.843750,10.323937,2171600
1996-08-21,17.843750,17.968750,17.718750,17.843750,10.323937,2520000
1996-08-22,17.906250,18.031250,17.906250,17.968750,10.396262,2664400
1996-08-23,17.968750,18.000000,17.718750,17.812500,10.305859,1086400
1996-08-26,17.812500,17.843750,17.625000,17.812500,10.305859,1252000
1996-08-27,17.812500,17.875000,17.656250,17.750000,10.269702,1338400
1996-08-28,17.750000,17.781250,17.468750,17.531250,10.143134,1804400
1996-08-29,17.500000,17.500000,17.281250,17.343750,10.034655,1434800
1996-08-30,17.343750,17.343750,17.156250,17.218750,9.962330,865600
1996-09-03,17.218750,17.406250,16.875000,17.343750,10.034655,2185600
1996-09-04,17.343750,17.781250,17.312500,17.750000,10.269702,2328000
1996-09-05,17.750000,17.812500,17.468750,17.562500,10.161213,2000400
1996-09-06,17.562500,18.093750,17.500000,17.937500,10.378181,2054800
1996-09-09,18.031250,18.406250,18.031250,18.375000,10.631305,2522400
1996-09-10,18.375000,18.437500,18.062500,18.125000,10.486661,2119200
1996-09-11,18.125000,18.312500,18.031250,18.031250,10.432419,1582800
1996-09-12,18.031250,18.312500,17.906250,17.968750,10.396262,1502400
1996-09-13,18.093750,18.531250,18.093750,18.531250,10.721711,2532800
1996-09-16,18.531250,18.750000,18.531250,18.656250,10.794035,2096800
1996-09-17,18.656250,18.750000,18.250000,18.375000,10.631305,1951600
1996-09-18,18.375000,18.500000,18.218750,18.281250,10.577066,1732000
1996-09-19,18.281250,18.625000,18.125000,18.625000,10.775946,1881200
1996-09-20,18.750000,18.906250,18.750000,18.781250,10.866355,2666000
1996-09-23,18.781250,18.781250,18.625000,18.750000,10.848273,1619200
1996-09-24,18.750000,18.968750,18.656250,18.843750,10.902515,1993200
1996-09-25,18.843750,18.843750,18.656250,18.687500,10.812111,1478000
1996-09-26,18.687500,18.687500,18.468750,18.562500,10.739795,2356400
1996-09-27,18.562500,18.625000,18.406250,18.500000,10.703634,1967200
1996-09-30,18.500000,18.875000,18.468750,18.843750,10.902515,2434800
1996-10-01,18.812500,18.812500,18.437500,18.437500,10.667469,1754800
1996-10-02,18.468750,18.656250,18.468750,18.531250,10.721711,1762800
1996-10-03,18.531250,18.593750,18.343750,18.468750,10.685547,1392400
1996-10-04,18.468750,18.468750,18.156250,18.375000,10.631305,3433600
1996-10-07,18.343750,18.343750,18.062500,18.218750,10.540900,2161600
1996-10-08,18.218750,18.250000,18.031250,18.062500,10.450504,2260400
1996-10-09,18.031250,18.031250,17.843750,17.968750,10.396262,2341200
1996-10-10,17.968750,18.093750,17.859375,18.000000,10.414348,2863600
1996-10-11,18.062500,18.437500,18.062500,18.312500,10.595151,2793200
1996-10-14,18.312500,18.687500,18.312500,18.531250,10.721711,2230000
1996-10-15,18.718750,19.375000,18.718750,19.062500,11.029073,4994800
1996-10-16,19.062500,19.062500,18.531250,18.687500,10.812111,4221200
1996-10-17,18.687500,18.718750,18.437500,18.593750,10.815749,2267600
1996-10-18,18.593750,18.593750,18.468750,18.531250,10.779392,2910800
1996-10-21,18.531250,18.687500,18.437500,18.500000,10.761211,1853200
1996-10-22,18.500000,18.500000,18.218750,18.281250,10.633967,1275200
1996-10-23,18.218750,18.218750,17.906250,18.000000,10.470373,5954400
1996-10-24,18.000000,18.031250,17.843750,17.906250,10.415839,6227600
1996-10-25,17.906250,18.031250,17.593750,17.593750,10.234060,1954000
1996-10-28,17.593750,17.593750,17.312500,17.312500,10.070454,3350400
1996-10-29,17.312500,17.593750,17.250000,17.312500,10.070454,3969200
1996-10-30,17.312500,17.562500,17.125000,17.187500,9.997752,4102400
